epoch,loss,mean_squared_error,val_loss,val_mean_squared_error
0,0.02430962212383747,0.0036027643363922834,0.012861409224569798,0.000288445211481303
1,0.009705876000225544,0.0001856153248809278,0.011591858230531216,0.00024005385057535022
2,0.009089370258152485,0.00016630292520858347,0.01135005708783865,0.00022347021149471402
3,0.009252064861357212,0.00016869351384229958,0.01120654959231615,0.00022792739036958665
4,0.008715595118701458,0.0001555846829432994,0.010633154772222042,0.000203749121283181
5,0.008740506134927273,0.00015516749408561736,0.011080373078584671,0.0002231753314845264
6,0.00870706606656313,0.00015487780910916626,0.010801917873322964,0.00021032486984040588
7,0.008560042828321457,0.0001494160242145881,0.010695409029722214,0.0002084523148369044
8,0.008402066305279732,0.00014774796727579087,0.010601198300719261,0.00019827461801469326
9,0.008376560173928738,0.00014809705317020416,0.01058897003531456,0.00020374656014610082
10,0.00845992099493742,0.0001488696289015934,0.01052195206284523,0.00018854504742193967
11,0.0082600312307477,0.0001441347412765026,0.010480399243533611,0.00019102974329143763
12,0.008230580016970634,0.00014379792264662683,0.010451341047883034,0.00018868170445784926
13,0.00818005483597517,0.00014258295414038002,0.010570836253464222,0.00019054229778703302
14,0.008123153820633888,0.00014107000606600195,0.010497036390006542,0.00019354028336238116
15,0.00821691658347845,0.00014364359958563,0.010418376885354519,0.00018552772235125303
16,0.008087439462542534,0.00014191650552675128,0.010527340695261955,0.00018366270523983985
17,0.008100560866296291,0.00014134921366348863,0.01025303453207016,0.00018387573072686791
18,0.007996280677616596,0.00014038480003364384,0.01035744696855545,0.00018046482000499964
19,0.008065384812653065,0.00014182341692503542,0.01025780662894249,0.00018291415472049266
20,0.007984604686498642,0.00014007111894898117,0.01026460062712431,0.00017745285003911704
21,0.008006417192518711,0.0001413358113495633,0.010067996568977833,0.00018265088147018105
22,0.007946617901325226,0.00013969528663437814,0.01014745980501175,0.0001802484766812995
23,0.007914574816823006,0.00013910829147789627,0.010180756449699402,0.0001885838428279385
24,0.00785835087299347,0.0001378374290652573,0.01001192070543766,0.00017664914776105434
25,0.007855766452848911,0.00013738928828388453,0.010114255361258984,0.000183412033948116
26,0.007895736023783684,0.0001383050694130361,0.01010026503354311,0.00017288565868511796
27,0.007876497693359852,0.00013757658598478884,0.009903402999043465,0.00017556792590767145
28,0.007837318815290928,0.00013761219452135265,0.010135810822248459,0.00018617090245243162
29,0.007772975601255894,0.00013622005644720048,0.010041379369795322,0.00017803146329242736
