epoch,loss,mean_squared_error,val_loss,val_mean_squared_error
0,0.009303088299930096,0.0006743056001141667,0.012552824802696705,0.00033588800579309464
1,0.007337905932217836,0.00016017575399018824,0.01331893540918827,0.0003827399923466146
2,0.0070871920324862,0.000154296460095793,0.012535298243165016,0.00032275577541440725
3,0.0069723729975521564,0.0001519176148576662,0.011069445870816708,0.00026535315555520356
4,0.006937399040907621,0.00015143948257900774,0.01132815983146429,0.00026984669966623187
5,0.006820607930421829,0.00014802560326643288,0.010954217053949833,0.00024175582802854478
6,0.006786538753658533,0.00014740816550329328,0.010370759293437004,0.00022417867148760706
7,0.006732215639203787,0.0001465741079300642,0.0100373774766922,0.0002185526245739311
8,0.006745088379830122,0.00014700372412335128,0.011333128437399864,0.00026225391775369644
9,0.006739961449056864,0.00014701699547003955,0.011655103415250778,0.00026311763213016093
10,0.006737249903380871,0.00014739045582246035,0.013002369552850723,0.00032254811958409846
11,0.006700042635202408,0.00014628531062044203,0.012248602695763111,0.0002897959202528
12,0.006662323139607906,0.00014557030226569623,0.01050643902271986,0.00021767104044556618
13,0.006627599708735943,0.00014410013682208955,0.010854283347725868,0.0002479476679582149
14,0.006616182159632444,0.0001442417997168377,0.011938219889998436,0.0003012795641552657
15,0.0065871006809175014,0.00014353480946738273,0.010690445080399513,0.0002495654916856438
16,0.006554161664098501,0.0001424026704626158,0.010165740735828876,0.0002265486546093598
17,0.0065690032206475735,0.00014283198106568307,0.011222146451473236,0.0002902752021327615
18,0.006602334324270487,0.00014388019917532802,0.010556221008300781,0.000261688168393448
19,0.006579569540917873,0.00014325145457405597,0.011501295492053032,0.00029422485386021435
20,0.006602652836591005,0.00014439655933529139,0.012128598056733608,0.0003351799095980823
21,0.006555217783898115,0.00014297103916760534,0.011490244418382645,0.0003035050758626312
22,0.006562979891896248,0.0001437171158613637,0.01145568210631609,0.0003069268714170903
23,0.006612592842429876,0.00014567829202860594,0.011486701667308807,0.0002988549822475761
24,0.006560734007507563,0.00014426738198380917,0.010145756416022778,0.0002339426428079605
25,0.00654146121814847,0.000143028941238299,0.010936422273516655,0.00025345306494273245
26,0.006524752359837294,0.000143202327308245,0.010514138266444206,0.00025159900542348623
27,0.0065202913247048855,0.00014217615535017103,0.011161988601088524,0.0002945157466456294
28,0.006544731557369232,0.00014366558752954006,0.00986174214631319,0.00021142147306818515
29,0.006522143725305796,0.0001414621656294912,0.010657413862645626,0.00024775066412985325
