epoch,loss,mean_squared_error,val_loss,val_mean_squared_error
0,0.016174297779798508,0.000539736298378557,0.015123709104955196,0.0005039128591306508
1,0.010885044932365417,0.0002394295297563076,0.013692149892449379,0.0003562501515261829
2,0.009984658099710941,0.00021306225971784443,0.012762758880853653,0.0003425984177738428
3,0.009693175554275513,0.00020289773237891495,0.012470327317714691,0.0003482055617496371
4,0.009495512582361698,0.00019738826085813344,0.012542848475277424,0.0003544012433849275
5,0.009454446844756603,0.00019648094894364476,0.01378400158137083,0.0003377757384441793
6,0.009327542968094349,0.00019471552514005452,0.012958729639649391,0.0003410308272577822
7,0.009341567754745483,0.0001949272264027968,0.012494332157075405,0.0003278292715549469
8,0.009145504795014858,0.00019047157547902316,0.012861339375376701,0.0003258229116909206
9,0.009329981170594692,0.0001943255338119343,0.012054274789988995,0.0003283922269474715
10,0.009188980795443058,0.00019223280833102763,0.01183381862938404,0.00033849882311187685
11,0.009158972650766373,0.00019175045599695295,0.011686893180012703,0.000332406023517251
12,0.008949525654315948,0.00018647185061126947,0.011918709613382816,0.0003181703796144575
13,0.009089043363928795,0.0001899760536616668,0.011445926502346992,0.0003167054965160787
14,0.008735810406506062,0.00018116211867891252,0.011435295455157757,0.0003143986687064171
15,0.008814566768705845,0.00018203107174485922,0.011648427695035934,0.0002979621640406549
16,0.008842606097459793,0.00018445326713845134,0.011526152491569519,0.00032061105594038963
17,0.008791782893240452,0.00018253935559187084,0.01174245122820139,0.000292706215986982
18,0.008744979277253151,0.00018250728317070752,0.011069596745073795,0.0002977711264975369
19,0.008625092916190624,0.00018010781786870211,0.011208649724721909,0.0003157601458951831
20,0.008718655444681644,0.00018124138296116143,0.011045852676033974,0.000303532462567091
21,0.008688598871231079,0.00018032277876045555,0.01100168563425541,0.00030180710018612444
22,0.008599808439612389,0.0001794746785890311,0.011348221451044083,0.0002905431028921157
23,0.008672361262142658,0.00017941941041499376,0.012287127785384655,0.0002901785192079842
24,0.008539672009646893,0.0001762032334227115,0.011513619683682919,0.000293461955152452
25,0.008547941222786903,0.0001763440523063764,0.011322465725243092,0.00030710428836755455
26,0.008620340377092361,0.00017817186017055064,0.011656438000500202,0.0002816217893268913
27,0.008449489250779152,0.00017395865870639682,0.011013515293598175,0.00029246232588775456
28,0.00848225224763155,0.0001753891265252605,0.011182388290762901,0.00029608304612338543
29,0.00865713320672512,0.00017869278963189572,0.011256931349635124,0.00029111243202351034
