epoch,loss,mean_squared_error,val_loss,val_mean_squared_error
0,0.0091399559751153,0.0002405536943115294,0.007849018089473248,0.00013963604578748345
1,0.007747463416308165,0.00017284008208662271,0.007826960645616055,0.00013866275548934937
2,0.007535155862569809,0.0001674407540122047,0.008125906810164452,0.00014521641423925757
3,0.0073692998848855495,0.00016346119809895754,0.007345492951571941,0.000125638471217826
4,0.007244208361953497,0.0001599783863639459,0.0074197519570589066,0.00012886067270301282
5,0.007149732206016779,0.0001574930065544322,0.007209529168903828,0.00012410173076204956
6,0.007085338234901428,0.0001560600067023188,0.007280235644429922,0.00012740562669932842
7,0.007022538222372532,0.0001547373249195516,0.007195112761110067,0.00012345711002126336
8,0.00696138758212328,0.00015333671763073653,0.00733595946803689,0.00013168132863938808
9,0.006921170745044947,0.000152370790601708,0.007522177416831255,0.00013772961392533034
10,0.006876510567963123,0.00015131261898204684,0.0075839790515601635,0.0001327113714069128
11,0.0068422965705394745,0.00015042170707602054,0.007498851977288723,0.00013497563486453146
12,0.006805384065955877,0.0001494864554842934,0.007433479651808739,0.00012831216736231
13,0.006773844826966524,0.0001487890986027196,0.0073440647684037685,0.00013287751062307507
14,0.006759277079254389,0.00014868150174152106,0.00724481325596571,0.00012843080912716687
15,0.006741871125996113,0.00014817158808000386,0.007199813146144152,0.0001264922902919352
16,0.006715744733810425,0.0001475915778428316,0.007216178346425295,0.00012865096505265683
17,0.00668024318292737,0.0001466334069846198,0.0073080407455563545,0.00012543685443233699
18,0.006671321112662554,0.00014650708180852234,0.00723947724327445,0.00012779483222402632
19,0.0066419742070138454,0.0001454847224522382,0.007667118683457375,0.00014989198825787753
20,0.0066107469610869884,0.00014452575123868883,0.007554985117167234,0.00013874472642783076
21,0.006587430369108915,0.00014392074081115425,0.007236907724291086,0.00012982326734345406
22,0.006581858266144991,0.0001438399194739759,0.007381879258900881,0.00013080275675747544
23,0.006549949292093515,0.00014297447341959924,0.00737857585772872,0.00013279184349812567
24,0.0065305959433317184,0.00014242118049878627,0.007589653134346008,0.0001372304541291669
25,0.006515910848975182,0.00014196368283592165,0.0071812286041677,0.0001286618207814172
26,0.006506395526230335,0.0001417664607288316,0.0072480798698961735,0.00013156121713109314
27,0.0064891641959548,0.00014125416055321693,0.007314075715839863,0.0001346325734630227
28,0.006476607173681259,0.00014084712893236428,0.007838226854801178,0.00014902728435117751
29,0.0064667221158742905,0.00014059057866688818,0.0072899493388831615,0.00013636521180160344
