epoch,loss,mean_squared_error,val_loss,val_mean_squared_error
25,0.007115780841559172,0.00016094035527203232,0.009371161460876465,0.00020977268286515027
26,0.0071434457786381245,0.00016231932386290282,0.011087998747825623,0.0002880822867155075
27,0.0070877899415791035,0.0001606951846042648,0.010851052589714527,0.0002727466926444322
28,0.007043970283120871,0.00015946912753861398,0.011357422918081284,0.000279269996099174
29,0.007091851439327002,0.00016133624012582004,0.011319183744490147,0.0003147261741105467
