epoch,loss,mean_squared_error,val_loss,val_mean_squared_error
0,0.009775283746421337,0.000280103791737929,0.008685046806931496,0.00016097031766548753
1,0.007893146015703678,0.00017446838319301605,0.008021466434001923,0.00014547244063578546
2,0.00765204755589366,0.00016787821368779987,0.007350285537540913,0.0001332046085735783
3,0.007430705241858959,0.00016231847985181957,0.007431963458657265,0.0001250486238859594
4,0.0072278715670108795,0.0001562644465593621,0.007205655332654715,0.00012446942855603993
5,0.007010993547737598,0.00015069371147546917,0.0075858891941607,0.0001223324507009238
6,0.006898704916238785,0.00014831594307906926,0.00706535903736949,0.00012413659715093672
7,0.006815149914473295,0.00014655028644483536,0.007277673110365868,0.00011800320498878136
8,0.006753250025212765,0.0001451577991247177,0.006868703756481409,0.00011629857908701524
9,0.006713064853101969,0.0001440954947611317,0.006739109754562378,0.00011659540905384347
10,0.006659172009676695,0.00014290527906268835,0.006595052778720856,0.00011427185381762683
11,0.006616085767745972,0.0001420122862327844,0.0072201816365122795,0.00013205477443989366
12,0.006595827639102936,0.00014152612129691988,0.006574188359081745,0.00011389009159756824
13,0.006542290560901165,0.00014038977678865194,0.006785071920603514,0.00012052783858962357
14,0.00650424649938941,0.0001394806895405054,0.0069286031648516655,0.0001310204970650375
15,0.006471843924373388,0.0001387441880069673,0.0067430720664560795,0.00011675790301524103
16,0.006440580356866121,0.0001379866589559242,0.006730970926582813,0.0001172134216176346
17,0.006408049259334803,0.00013725212193094194,0.006955907680094242,0.00012087846698705107
18,0.0063965837471187115,0.00013682938879355788,0.006515650078654289,0.00011556753452168778
19,0.006360146217048168,0.00013611251779366285,0.006600347347557545,0.00012024577154079452
20,0.0063517591916024685,0.00013567556743510067,0.006626661866903305,0.00011663445911835879
21,0.006338426843285561,0.0001354364794678986,0.007541156839579344,0.00013906703679822385
22,0.006296976935118437,0.0001343464246019721,0.00674072140827775,0.00011589247878873721
23,0.0062764789909124374,0.00013379107986111194,0.007250711787492037,0.00013037640019319952
24,0.0062616788782179356,0.0001331347448285669,0.0066999043338000774,0.00011905344581464306
25,0.006233136635273695,0.00013256527017802,0.006561418529599905,0.00011725289368769154
26,0.006218262482434511,0.00013204348215367645,0.0068816859275102615,0.0001245938619831577
27,0.006193180102854967,0.00013158736692275852,0.006653888151049614,0.00011835434270324185
28,0.006190750747919083,0.00013144471449777484,0.006753966677933931,0.0001204830696224235
29,0.006164297927170992,0.0001308953360421583,0.006596383173018694,0.0001150298849097453
