epoch,loss,mean_squared_error,val_loss,val_mean_squared_error
0,0.030830929055809975,0.006056932732462883,0.015108665451407433,0.0003343867720104754
1,0.0099787637591362,0.0001890833955258131,0.01213676854968071,0.00024472561199218035
2,0.009202715009450912,0.00016116967890411615,0.012187610380351543,0.0002447493316140026
3,0.008731633424758911,0.00014326143718790263,0.012366445735096931,0.0002519431582186371
4,0.008762353099882603,0.00014472375914920121,0.011638502590358257,0.0002162358141504228
5,0.008375831879675388,0.00013438409951049834,0.012359400279819965,0.00023985336883924901
6,0.008200230076909065,0.00012994551798328757,0.012231349013745785,0.0002359366771997884
7,0.008132659830152988,0.00012771625188179314,0.01193639449775219,0.00022576816263608634
8,0.008074905723333359,0.0001264197053387761,0.012476456351578236,0.00024281135119963437
9,0.007892169989645481,0.00012117407459300011,0.011775883845984936,0.00021624547662213445
10,0.007953524589538574,0.00012320226232986897,0.011651302687823772,0.00021144900529179722
11,0.0077884080819785595,0.0001199433536385186,0.011867155320942402,0.00022072254796512425
12,0.007714325096458197,0.00011744364019250497,0.011543490923941135,0.00021067845227662474
13,0.007740635424852371,0.0001194220021716319,0.010775309056043625,0.000186266828677617
14,0.00783738773316145,0.00012127683294238523,0.011517212726175785,0.00021052318334113806
15,0.0076333084143698215,0.00011629046639427543,0.01187811978161335,0.00021883079898543656
16,0.007607226260006428,0.0001154828496510163,0.0114138163626194,0.00020592731016222388
17,0.007498242426663637,0.00011311414709780365,0.012215062975883484,0.00023830594727769494
18,0.007495129480957985,0.00011300855112494901,0.012319457717239857,0.00023537276138085872
19,0.00743884826079011,0.00011175122926943004,0.012068782933056355,0.00022551353322342038
20,0.007393349427729845,0.00011078296665800735,0.011708583682775497,0.0002178444410674274
21,0.007289470173418522,0.00010815839777933434,0.011095983907580376,0.00020079810929019004
22,0.007141182664781809,0.00010523251694394276,0.012248561717569828,0.00023083864653017372
23,0.007218777667731047,0.00010655559890437871,0.01174959447234869,0.00021498501882888377
24,0.007070593070238829,0.00010327264317311347,0.011967740952968597,0.00022594179608859122
25,0.007075699511915445,0.00010414381540613249,0.011830916628241539,0.0002184597688028589
26,0.006995819974690676,0.00010177704825764522,0.010847567580640316,0.0001923024101415649
27,0.006987774278968573,0.00010233020293526351,0.011838512495160103,0.0002229651145171374
28,0.0069610183127224445,0.00010187004954786971,0.011804706417024136,0.0002222975017502904
29,0.00692479033023119,0.00010101544467033818,0.011879333294928074,0.00022038552560843527
